356	67.6	35.1
356	65.41	36.27
355	63.92	38.04
355	62.0	39.22
353	62.75	40.0
353	62.75	40.0
351	64.25	40.59
351	64.76	41.18
351	64.32	41.76
352	66.51	40.98
352	67.14	41.76
352	66.51	42.16
353	67.44	42.16
353	67.44	42.16
353	65.33	44.12
353	62.03	46.47
354	61.63	48.04
354	59.22	50.0
354	59.84	50.2
354	61.29	48.63
353	62.55	49.22
353	64.08	51.96
352	64.37	51.57
352	64.37	48.43
352	64.37	48.43
353	63.86	48.82
354	62.06	49.61
355	61.6	50.98
355	63.64	52.55
356	64.26	53.92
358	65.07	55.1
358	63.88	55.49
357	64.38	57.06
358	63.55	58.04
357	65.85	59.8
358	68.21	61.76
357	70.05	63.33
358	70.79	65.1
358	72.78	66.86
358	72.12	67.65
357	76.16	70.39
358	66.27	67.45
357	75.17	71.57
358	73.43	71.96
358	71.03	71.57
358	100.0	82.35
356	100.0	85.1
359	74.6	75.29
0	74.6	75.29
3	92.08	80.2
1	89.58	81.18
2	76.92	79.61
1	82.42	82.16
1	87.34	84.51
356	100.0	93.92
358	100.0	92.55
355	81.58	85.1
355	68.54	82.55
354	76.62	84.9
355	76.47	86.67
356	83.05	88.43
358	100.0	94.31
8	100.0	97.06
4	100.0	94.51
3	60.0	88.24
3	50.0	85.88
4	51.9	84.51
7	57.89	85.1
4	66.2	86.08
7	66.23	84.9
6	75.0	85.88
8	82.35	86.67
8	73.68	85.1
9	90.16	88.04
7	81.54	87.25
8	67.57	85.49
7	75.86	88.63
9	77.36	89.61
6	70.91	89.22
3	87.76	90.39
357	100.0	90.98
357	100.0	91.96
5	63.38	86.08
13	73.08	89.8
12	56.67	88.24
8	64.29	89.02
0	85.71	89.02
357	100.0	89.02
354	100.0	88.63
354	100.0	89.41
357	87.5	87.45
358	100.0	92.94
1	84.91	89.61
1	91.84	90.39
0	96.0	90.2
4	92.31	89.8
9	100.0	92.35
15	83.33	90.59
10	64.52	87.84
11	68.97	88.63
8	67.86	89.02
8	59.37	87.45
2	63.64	89.22
2	57.38	88.04
358	55.17	88.63
358	57.14	89.02
0	57.69	89.8
0	62.5	90.59
2	67.44	91.57
2	74.36	92.35
2	72.97	92.75
2	77.14	93.14
2	100.0	94.51
2	93.55	93.92
2	81.82	93.53
2	93.1	94.31
2	100.0	95.1
3	100.0	95.49
5	100.0	95.29
5	100.0	95.1
7	92.31	94.9
7	100.0	95.29
14	92.59	94.71
14	92.59	94.71
18	92.31	94.9
18	100.0	95.49
19	100.0	95.69
20	100.0	95.88
16	65.22	95.49
21	63.64	95.69
16	64.71	96.67
16	84.62	97.45
18	100.0	98.04
18	100.0	98.04
22	80.0	98.04
22	80.0	98.04
12	45.45	97.84
12	55.56	98.24
345	66.67	98.82
345	100.0	99.22
280	100.0	99.41
280	100.0	99.41
280	100.0	99.41
280	100.0	99.41
330	50.0	99.22
330	50.0	99.22
330	100.0	99.61
330	100.0	99.61
330	100.0	99.61
330	100.0	99.61
300	100.0	99.8
300	100.0	99.8
330	100.0	99.61
330	100.0	99.61
330	100.0	99.61
300	100.0	99.8
300	100.0	99.8
300	100.0	99.8
300	100.0	99.8
300	100.0	99.8
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
356	64.71	36.67
356	62.05	38.24
355	60.19	40.39
355	57.94	41.96
353	58.33	42.35
353	58.72	42.75
352	59.82	42.94
351	61.26	43.53
351	63.13	42.55
351	65.26	41.76
352	65.58	42.16
352	65.9	42.55
353	66.82	42.55
353	67.44	42.16
353	65.92	43.73
353	62.55	46.08
354	63.18	46.86
354	60.64	48.82
354	60.32	49.41
354	62.3	47.84
353	62.75	48.43
353	62.55	50.78
352	62.35	50.0
352	65.98	47.25
352	65.43	47.65
353	64.08	48.04
354	63.05	48.82
355	60.78	50.0
355	61.29	51.37
356	62.66	52.75
356	64.1	54.12
358	63.09	54.31
357	63.23	56.27
358	62.39	57.25
357	64.59	59.02
358	66.83	60.98
357	68.59	62.55
358	69.23	64.31
358	71.1	66.08
358	70.41	66.86
357	69.7	67.65
358	67.66	67.25
357	72.19	70.39
358	70.67	70.59
358	67.32	70.0
358	92.66	78.63
357	100.0	81.76
359	73.85	74.51
0	68.12	72.94
1	76.47	76.67
1	82.86	79.41
1	69.23	77.06
1	80.65	81.76
0	85.37	83.92
358	100.0	88.04
359	65.31	80.78
354	74.71	82.94
355	70.45	82.75
354	85.51	86.47
355	90.16	88.04
356	75.38	87.25
358	100.0	92.35
2	100.0	94.71
3	100.0	92.75
2	66.1	88.43
4	56.16	85.69
3	53.85	84.71
5	58.44	84.9
6	65.79	85.1
7	68.83	84.9
7	71.79	84.71
8	77.78	85.88
8	70.0	84.31
8	87.5	87.45
7	81.54	87.25
7	71.01	86.47
7	81.48	89.41
8	87.76	90.39
6	70.91	89.22
3	84.0	90.2
1	80.95	87.65
2	89.29	89.02
9	100.0	92.35
13	75.51	90.39
10	35.35	80.59
6	100.0	92.55
358	100.0	90.59
351	100.0	93.33
347	100.0	92.75
354	100.0	87.65
356	100.0	90.98
0	57.14	83.53
3	100.0	92.94
3	87.5	90.59
1	63.38	86.08
5	69.23	87.25
8	57.33	85.29
13	67.74	87.84
9	67.21	88.04
9	63.08	87.25
6	56.52	86.47
6	58.21	86.86
3	72.55	90.0
0	69.23	89.8
358	56.67	88.24
358	58.62	88.63
358	62.96	89.41
358	61.54	89.8
358	69.57	90.98
0	71.43	91.76
0	78.95	92.55
0	83.33	92.94
2	93.55	93.92
2	87.88	93.53
2	77.14	93.14
2	87.1	93.92
2	100.0	95.1
3	100.0	95.49
5	100.0	95.29
5	100.0	95.1
7	92.31	94.9
7	92.31	94.9
14	92.59	94.71
14	92.59	94.71
18	92.31	94.9
18	100.0	95.49
19	100.0	95.69
16	100.0	96.27
16	71.43	95.88
21	70.0	96.08
16	64.71	96.67
16	73.33	97.06
16	84.62	97.45
16	100.0	97.84
22	66.67	97.65
22	80.0	98.04
0	60.0	98.04
12	55.56	98.24
345	66.67	98.82
345	100.0	99.22
280	100.0	99.41
280	100.0	99.41
280	100.0	99.41
280	100.0	99.41
330	50.0	99.22
330	50.0	99.22
330	100.0	99.61
330	100.0	99.61
330	100.0	99.61
330	100.0	99.61
300	100.0	99.8
300	100.0	99.8
330	100.0	99.61
330	100.0	99.61
330	100.0	99.61
300	100.0	99.8
300	100.0	99.8
300	100.0	99.8
300	100.0	99.8
300	100.0	99.8
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
356	62.05	38.24
356	59.02	40.2
355	56.88	42.75
355	54.87	44.31
353	54.78	45.1
353	55.65	45.1
352	56.71	45.29
351	58.62	45.49
351	61.43	43.73
351	64.06	42.55
352	64.98	42.55
352	65.9	42.55
353	66.82	42.55
353	67.44	42.16
353	66.52	43.33
353	63.64	45.29
354	64.81	45.69
354	62.14	47.65
353	61.94	48.43
353	63.49	47.25
352	63.93	47.84
352	61.9	49.41
352	63.56	48.43
352	67.38	45.69
353	66.24	46.47
353	65.69	46.86
354	64.61	47.65
355	62.25	48.82
355	59.84	49.8
356	61.13	51.57
356	61.98	52.55
357	61.51	53.14
357	61.57	55.1
358	60.71	56.08
357	62.79	57.84
358	64.88	59.8
358	66.5	61.37
358	68.98	63.33
358	69.83	64.9
358	69.14	65.69
357	66.1	65.29
357	69.7	67.65
357	71.61	69.61
358	67.95	69.41
358	67.74	69.61
358	75.18	73.14
358	80.8	75.49
358	76.74	74.71
0	79.66	76.86
1	59.48	70.0
1	64.44	73.53
1	57.45	72.35
1	67.57	78.24
0	60.34	77.25
357	64.49	79.02
358	70.21	81.57
354	66.34	80.2
354	76.47	83.33
353	100.0	88.04
354	96.61	88.43
355	74.29	86.27
357	79.31	88.63
3	91.49	90.78
3	70.0	88.24
1	73.77	88.04
4	66.67	85.88
4	61.54	84.71
5	66.67	84.71
5	68.83	84.9
4	69.62	84.51
7	70.37	84.12
7	74.03	84.9
7	64.04	82.55
8	77.78	85.88
7	76.81	86.47
6	71.43	86.27
5	84.91	89.61
7	88.0	90.2
4	74.55	89.22
6	73.58	89.61
11	95.24	91.76
17	73.58	89.61
22	45.45	84.9
20	38.3	81.57
13	61.29	87.84
4	79.66	88.43
357	26.96	45.1
354	31.88	55.1
354	53.85	71.96
355	100.0	86.08
352	100.0	95.29
3	49.43	82.94
8	54.29	86.27
10	45.45	84.9
11	66.67	88.24
9	67.21	88.04
8	54.43	84.51
7	68.75	87.45
7	73.33	88.24
7	61.11	85.88
3	55.26	85.1
3	63.64	87.06
0	64.52	87.84
0	58.82	86.67
358	62.5	87.45
358	64.52	87.84
354	69.49	88.43
355	70.91	89.22
355	79.59	90.39
355	86.67	91.18
355	95.12	91.96
358	85.0	92.16
356	83.33	92.94
356	78.38	92.75
356	82.86	93.14
356	93.55	93.92
2	100.0	94.9
2	100.0	95.29
5	100.0	95.29
5	100.0	95.1
7	92.31	94.9
7	92.31	94.9
10	85.19	94.71
10	92.0	95.1
10	100.0	95.49
11	100.0	95.69
12	100.0	96.08
16	100.0	96.27
16	78.95	96.27
21	70.0	96.08
21	70.0	96.08
21	70.0	96.08
16	64.71	96.67
16	84.62	97.45
12	100.0	98.04
22	66.67	97.65
0	60.0	98.04
0	60.0	98.04
345	66.67	98.82
345	100.0	99.22
330	50.0	99.22
330	50.0	99.22
280	100.0	99.41
280	100.0	99.41
330	50.0	99.22
330	50.0	99.22
330	100.0	99.61
330	100.0	99.61
330	100.0	99.61
330	100.0	99.61
300	100.0	99.8
300	100.0	99.8
330	100.0	99.61
330	100.0	99.61
330	100.0	99.61
300	100.0	99.8
300	100.0	99.8
300	100.0	99.8
300	100.0	99.8
300	100.0	99.8
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
356	60.8	39.02
356	58.45	40.59
355	55.86	43.53
355	53.45	45.49
353	53.39	46.27
353	54.24	46.27
352	55.74	46.08
351	56.6	46.08
351	59.65	44.71
351	61.99	43.33
352	64.06	42.55
352	64.38	42.94
352	66.51	42.16
353	68.08	41.76
353	67.74	42.55
353	65.33	44.12
354	63.79	45.49
354	63.18	46.86
353	62.96	47.65
353	63.49	47.25
352	63.41	48.24
352	62.9	48.63
352	64.61	47.65
352	67.97	45.29
352	67.38	45.69
353	66.81	46.08
353	64.85	46.86
354	63.27	48.04
355	60.8	49.02
356	59.52	50.59
356	60.98	51.76
357	60.0	51.96
357	60.52	54.31
358	61.23	55.49
357	62.56	57.06
357	64.59	59.02
358	66.83	60.98
358	67.54	62.55
358	68.31	64.12
359	69.49	65.29
358	67.23	65.29
357	72.67	68.43
357	70.19	68.43
357	68.55	68.82
358	73.61	71.76
358	71.43	71.18
358	70.07	71.18
358	82.11	75.88
359	75.0	74.9
1	64.79	72.16
1	91.75	80.98
1	68.33	76.47
0	76.0	80.39
359	67.92	79.22
357	61.74	77.45
357	85.54	83.73
353	66.04	79.22
354	77.01	82.94
353	100.0	87.25
353	96.83	87.65
354	80.28	86.08
359	75.76	87.06
0	74.19	87.84
4	68.12	86.47
1	76.12	86.86
3	72.97	85.49
2	71.79	84.71
4	70.37	84.12
3	72.5	84.31
5	73.17	83.92
5	73.17	83.92
6	71.08	83.73
6	63.44	81.76
7	72.15	84.51
5	68.83	84.9
5	68.42	85.1
4	77.05	88.04
5	76.27	88.43
3	72.41	88.63
8	73.08	89.8
20	40.74	84.12
26	64.0	90.2
25	45.21	85.69
17	45.88	83.33
8	100.0	91.57
0	100.0	90.0
353	39.9	39.8
352	40.91	43.14
352	53.57	67.06
353	45.45	65.49
358	31.22	62.94
3	100.0	93.14
10	89.74	92.35
13	37.21	83.14
15	52.94	86.67
11	62.5	87.45
7	75.86	88.63
5	61.64	85.69
5	60.0	85.29
5	55.56	84.12
3	60.56	86.08
3	70.49	88.04
359	59.46	85.49
359	56.41	84.71
356	67.16	86.86
356	69.23	87.25
353	71.43	87.65
353	78.95	88.82
353	84.91	89.61
353	95.74	90.78
354	91.3	90.98
355	86.67	91.18
354	72.73	91.37
356	67.44	91.57
356	74.36	92.35
356	87.88	93.53
2	100.0	94.51
2	100.0	94.9
2	100.0	95.1
5	100.0	95.1
5	100.0	94.9
7	85.71	94.51
7	85.71	94.51
10	85.19	94.71
10	92.0	95.1
10	100.0	95.49
11	100.0	95.88
15	100.0	96.08
16	78.95	96.27
21	63.64	95.69
21	63.64	95.69
21	63.64	95.69
10	66.67	96.47
16	64.71	96.67
12	83.33	97.65
12	100.0	98.04
0	50.0	97.65
0	60.0	98.04
345	50.0	98.43
345	66.67	98.82
330	33.33	98.82
330	50.0	99.22
280	100.0	99.41
280	100.0	99.41
330	50.0	99.22
330	50.0	99.22
330	100.0	99.61
330	100.0	99.61
330	100.0	99.61
330	100.0	99.61
300	100.0	99.8
300	100.0	99.8
330	100.0	99.61
330	100.0	99.61
330	100.0	99.61
300	100.0	99.8
300	100.0	99.8
300	100.0	99.8
300	100.0	99.8
300	100.0	99.8
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
0	0.0	100.0
357	58.62	39.8
357	55.87	41.76
356	53.78	44.12
355	52.54	46.27
353	52.5	47.06
353	53.78	46.67
352	54.81	46.86
351	56.12	46.47
351	58.62	45.49
351	61.43	43.73
352	64.06	42.55
352	64.98	42.55
352	66.51	42.16
353	66.98	41.57
353	68.08	41.76
353	67.12	42.94
354	65.49	44.31
354	64.35	45.1
353	64.26	46.08
353	64.56	46.47
352	65.0	47.06
352	64.46	47.45
351	67.52	45.88
352	69.16	44.51
352	67.38	45.69
353	66.81	46.08
353	65.4	46.47
354	63.79	47.65
355	61.29	48.63
356	59.06	50.2
356	60.0	50.98
356	58.87	51.37
357	60.0	53.92
358	60.7	55.1
358	61.82	56.86
358	63.98	58.63
